mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0229W0315_BAC009S0354W0486,S0229,F,S0354,F
BAC009S0510W0128_BAC009S0217W0178,S0510,F,S0217,F
BAC009S0169W0479_BAC009S0012W0204,S0169,F,S0012,M
BAC009S0119W0216_BAC009S0353W0133,S0119,M,S0353,F
BAC009S0143W0129_BAC009S0707W0446,S0143,F,S0707,M
BAC009S0708W0444_BAC009S0720W0136,S0708,M,S0720,M
BAC009S0106W0484_BAC009S0098W0189,S0106,M,S0098,M
BAC009S0037W0439_BAC009S0159W0187,S0037,M,S0159,F
BAC009S0337W0474_BAC009S0179W0388,S0337,F,S0179,F
BAC009S0207W0438_BAC009S0033W0340,S0207,F,S0033,M
BAC009S0197W0387_BAC009S0089W0468,S0197,F,S0089,M
BAC009S0242W0280_BAC009S0350W0362,S0242,F,S0350,F
BAC009S0138W0291_BAC009S0168W0404,S0138,F,S0168,F
BAC009S0157W0255_BAC009S0195W0318,S0157,F,S0195,F
BAC009S0201W0471_BAC009S0356W0125,S0201,F,S0356,F
BAC009S0246W0197_BAC009S0075W0361,S0246,M,S0075,M
BAC009S0070W0204_BAC009S0242W0348,S0070,M,S0242,F
BAC009S0202W0434_BAC009S0518W0218,S0202,F,S0518,F
BAC009S0067W0413_BAC009S0189W0343,S0067,M,S0189,F
BAC009S0123W0389_BAC009S0116W0188,S0123,M,S0116,M
BAC009S0170W0368_BAC009S0053W0156,S0170,F,S0053,M
BAC009S0046W0392_BAC009S0058W0152,S0046,M,S0058,M
BAC009S0045W0206_BAC009S0231W0419,S0045,M,S0231,F
BAC009S0244W0225_BAC009S0721W0227,S0244,F,S0721,M
BAC009S0357W0174_BAC009S0109W0132,S0357,F,S0109,M
BAC009S0002W0319_BAC009S0088W0346,S0002,M,S0088,M
BAC009S0117W0223_BAC009S0126W0140,S0117,M,S0126,F
BAC009S0708W0467_BAC009S0127W0416,S0708,M,S0127,F
BAC009S0244W0434_BAC009S0180W0381,S0244,F,S0180,F
BAC009S0187W0324_BAC009S0362W0342,S0187,F,S0362,F
BAC009S0178W0235_BAC009S0235W0477,S0178,F,S0235,F
BAC009S0717W0439_BAC009S0071W0284,S0717,M,S0071,M
BAC009S0166W0344_BAC009S0191W0239,S0166,F,S0191,F
BAC009S0599W0213_BAC009S0176W0270,S0599,M,S0176,F
BAC009S0124W0349_BAC009S0053W0287,S0124,F,S0053,M
BAC009S0601W0336_BAC009S0516W0216,S0601,M,S0516,F
BAC009S0183W0348_BAC009S0518W0198,S0183,F,S0518,F
BAC009S0131W0234_BAC009S0152W0157,S0131,F,S0152,F
BAC009S0123W0369_BAC009S0149W0171,S0123,M,S0149,F
BAC009S0116W0229_BAC009S0122W0330,S0116,M,S0122,M
BAC009S0519W0192_BAC009S0151W0317,S0519,F,S0151,F
BAC009S0716W0446_BAC009S0512W0175,S0716,M,S0512,F
BAC009S0143W0198_BAC009S0036W0422,S0143,F,S0036,M
BAC009S0103W0452_BAC009S0180W0189,S0103,M,S0180,F
BAC009S0224W0264_BAC009S0125W0289,S0224,F,S0125,F
BAC009S0356W0462_BAC009S0523W0198,S0356,F,S0523,F
BAC009S0140W0460_BAC009S0192W0264,S0140,F,S0192,F
BAC009S0665W0373_BAC009S0243W0352,S0665,F,S0243,F
BAC009S0203W0221_BAC009S0117W0412,S0203,F,S0117,M
BAC009S0183W0176_BAC009S0043W0186,S0183,F,S0043,M
BAC009S0217W0366_BAC009S0002W0350,S0217,F,S0002,M
BAC009S0090W0479_BAC009S0344W0494,S0090,M,S0344,F
BAC009S0703W0480_BAC009S0065W0223,S0703,M,S0065,M
BAC009S0348W0383_BAC009S0155W0424,S0348,F,S0155,F
BAC009S0359W0219_BAC009S0040W0468,S0359,F,S0040,M
BAC009S0712W0230_BAC009S0047W0176,S0712,M,S0047,M
BAC009S0141W0154_BAC009S0053W0239,S0141,F,S0053,M
BAC009S0116W0407_BAC009S0104W0467,S0116,M,S0104,M
BAC009S0197W0471_BAC009S0081W0265,S0197,F,S0081,M
BAC009S0705W0179_BAC009S0003W0387,S0705,M,S0003,M
BAC009S0032W0376_BAC009S0055W0201,S0032,M,S0055,M
BAC009S0002W0198_BAC009S0159W0122,S0002,M,S0159,F
BAC009S0046W0367_BAC009S0349W0225,S0046,M,S0349,F
BAC009S0032W0310_BAC009S0097W0441,S0032,M,S0097,M
BAC009S0196W0315_BAC009S0110W0457,S0196,F,S0110,M
BAC009S0179W0468_BAC009S0237W0464,S0179,F,S0237,F
BAC009S0343W0371_BAC009S0348W0175,S0343,F,S0348,F
BAC009S0013W0172_BAC009S0659W0361,S0013,M,S0659,F
BAC009S0139W0360_BAC009S0090W0356,S0139,F,S0090,M
BAC009S0035W0150_BAC009S0132W0185,S0035,M,S0132,F
BAC009S0126W0291_BAC009S0214W0467,S0126,F,S0214,F
BAC009S0101W0298_BAC009S0199W0237,S0101,M,S0199,F
BAC009S0097W0179_BAC009S0659W0395,S0097,M,S0659,F
BAC009S0105W0350_BAC009S0337W0365,S0105,M,S0337,F
BAC009S0720W0296_BAC009S0510W0252,S0720,M,S0510,F
BAC009S0190W0491_BAC009S0126W0271,S0190,F,S0126,F
BAC009S0225W0150_BAC009S0019W0129,S0225,F,S0019,M
BAC009S0032W0144_BAC009S0042W0217,S0032,M,S0042,M
BAC009S0102W0224_BAC009S0224W0436,S0102,M,S0224,F
BAC009S0215W0275_BAC009S0161W0354,S0215,F,S0161,F
BAC009S0095W0306_BAC009S0360W0416,S0095,M,S0360,F
BAC009S0702W0207_BAC009S0102W0250,S0702,M,S0102,M
BAC009S0106W0179_BAC009S0212W0471,S0106,M,S0212,F
BAC009S0005W0191_BAC009S0198W0236,S0005,M,S0198,F
BAC009S0341W0172_BAC009S0142W0138,S0341,F,S0142,F
BAC009S0243W0354_BAC009S0152W0360,S0243,F,S0152,F
BAC009S0161W0333_BAC009S0659W0338,S0161,F,S0659,F
BAC009S0057W0340_BAC009S0521W0437,S0057,M,S0521,F
BAC009S0215W0464_BAC009S0157W0284,S0215,F,S0157,F
BAC009S0186W0478_BAC009S0068W0362,S0186,F,S0068,M
BAC009S0356W0215_BAC009S0522W0389,S0356,F,S0522,F
BAC009S0042W0452_BAC009S0705W0256,S0042,M,S0705,M
BAC009S0600W0173_BAC009S0098W0441,S0600,M,S0098,M
BAC009S0057W0203_BAC009S0252W0156,S0057,M,S0252,M
BAC009S0080W0248_BAC009S0149W0344,S0080,M,S0149,F
BAC009S0719W0192_BAC009S0660W0395,S0719,M,S0660,F
BAC009S0240W0488_BAC009S0045W0225,S0240,F,S0045,M
BAC009S0178W0483_BAC009S0072W0125,S0178,F,S0072,M
BAC009S0019W0243_BAC009S0104W0140,S0019,M,S0104,M
BAC009S0183W0412_BAC009S0238W0169,S0183,F,S0238,F
BAC009S0227W0216_BAC009S0034W0126,S0227,F,S0034,M
BAC009S0339W0364_BAC009S0241W0463,S0339,F,S0241,F
BAC009S0185W0128_BAC009S0709W0311,S0185,F,S0709,M
BAC009S0042W0177_BAC009S0715W0380,S0042,M,S0715,M
BAC009S0251W0476_BAC009S0144W0132,S0251,M,S0144,F
BAC009S0165W0215_BAC009S0249W0458,S0165,F,S0249,M
BAC009S0143W0495_BAC009S0217W0239,S0143,F,S0217,F
BAC009S0422W0223_BAC009S0517W0388,S0422,M,S0517,F
BAC009S0195W0124_BAC009S0202W0306,S0195,F,S0202,F
BAC009S0035W0187_BAC009S0520W0453,S0035,M,S0520,F
BAC009S0215W0260_BAC009S0157W0256,S0215,F,S0157,F
BAC009S0335W0270_BAC009S0172W0210,S0335,F,S0172,F
BAC009S0046W0235_BAC009S0062W0206,S0046,M,S0062,M
BAC009S0028W0488_BAC009S0103W0212,S0028,M,S0103,M
BAC009S0126W0451_BAC009S0051W0191,S0126,F,S0051,M
BAC009S0087W0400_BAC009S0181W0279,S0087,M,S0181,F
BAC009S0202W0230_BAC009S0600W0304,S0202,F,S0600,M
BAC009S0225W0416_BAC009S0352W0236,S0225,F,S0352,F
BAC009S0665W0127_BAC009S0234W0402,S0665,F,S0234,F
BAC009S0171W0200_BAC009S0238W0124,S0171,F,S0238,F
BAC009S0350W0363_BAC009S0184W0379,S0350,F,S0184,F
BAC009S0361W0221_BAC009S0181W0428,S0361,F,S0181,F
BAC009S0014W0353_BAC009S0511W0414,S0014,M,S0511,F
BAC009S0218W0347_BAC009S0362W0352,S0218,F,S0362,F
BAC009S0224W0201_BAC009S0130W0309,S0224,F,S0130,F
BAC009S0246W0366_BAC009S0131W0146,S0246,M,S0131,F
BAC009S0009W0279_BAC009S0663W0401,S0009,M,S0663,F
BAC009S0185W0150_BAC009S0197W0264,S0185,F,S0197,F
BAC009S0720W0335_BAC009S0125W0272,S0720,M,S0125,F
BAC009S0206W0397_BAC009S0055W0214,S0206,F,S0055,M
BAC009S0599W0176_BAC009S0110W0213,S0599,M,S0110,M
BAC009S0340W0473_BAC009S0655W0227,S0340,F,S0655,F
BAC009S0516W0200_BAC009S0231W0189,S0516,F,S0231,F
BAC009S0039W0246_BAC009S0170W0348,S0039,M,S0170,F
BAC009S0247W0470_BAC009S0113W0331,S0247,M,S0113,M
BAC009S0596W0123_BAC009S0041W0244,S0596,M,S0041,M
BAC009S0350W0258_BAC009S0086W0259,S0350,F,S0086,M
BAC009S0181W0377_BAC009S0171W0322,S0181,F,S0171,F
BAC009S0003W0123_BAC009S0156W0303,S0003,M,S0156,F
BAC009S0723W0223_BAC009S0093W0242,S0723,M,S0093,M
BAC009S0003W0340_BAC009S0164W0284,S0003,M,S0164,F
BAC009S0114W0438_BAC009S0067W0476,S0114,M,S0067,M
BAC009S0045W0448_BAC009S0166W0265,S0045,M,S0166,F
BAC009S0708W0231_BAC009S0662W0495,S0708,M,S0662,F
BAC009S0351W0424_BAC009S0231W0203,S0351,F,S0231,F
BAC009S0601W0258_BAC009S0057W0349,S0601,M,S0057,M
BAC009S0598W0418_BAC009S0102W0167,S0598,M,S0102,M
BAC009S0123W0274_BAC009S0600W0285,S0123,M,S0600,M
BAC009S0702W0180_BAC009S0058W0448,S0702,M,S0058,M
BAC009S0071W0385_BAC009S0003W0399,S0071,M,S0003,M
BAC009S0219W0237_BAC009S0336W0168,S0219,F,S0336,F
BAC009S0015W0246_BAC009S0351W0186,S0015,M,S0351,F
BAC009S0174W0174_BAC009S0599W0430,S0174,F,S0599,M
BAC009S0066W0272_BAC009S0088W0459,S0066,M,S0088,M
BAC009S0036W0166_BAC009S0189W0260,S0036,M,S0189,F
BAC009S0663W0129_BAC009S0659W0156,S0663,F,S0659,F
BAC009S0246W0357_BAC009S0234W0436,S0246,M,S0234,F
BAC009S0016W0490_BAC009S0121W0201,S0016,M,S0121,M
BAC009S0065W0176_BAC009S0147W0293,S0065,M,S0147,F
BAC009S0717W0385_BAC009S0160W0433,S0717,M,S0160,F
BAC009S0027W0313_BAC009S0037W0360,S0027,M,S0037,M
BAC009S0337W0384_BAC009S0105W0291,S0337,F,S0105,M
BAC009S0655W0327_BAC009S0169W0210,S0655,F,S0169,F
BAC009S0018W0139_BAC009S0226W0258,S0018,M,S0226,F
BAC009S0149W0492_BAC009S0139W0371,S0149,F,S0139,F
BAC009S0162W0266_BAC009S0009W0459,S0162,F,S0009,M
BAC009S0201W0307_BAC009S0212W0413,S0201,F,S0212,F
BAC009S0596W0242_BAC009S0070W0144,S0596,M,S0070,M
BAC009S0056W0383_BAC009S0335W0156,S0056,M,S0335,F
BAC009S0202W0460_BAC009S0335W0149,S0202,F,S0335,F
BAC009S0203W0235_BAC009S0213W0249,S0203,F,S0213,F
BAC009S0343W0220_BAC009S0422W0221,S0343,F,S0422,M
BAC009S0515W0327_BAC009S0139W0398,S0515,F,S0139,F
BAC009S0016W0306_BAC009S0356W0173,S0016,M,S0356,F
BAC009S0023W0121_BAC009S0522W0153,S0023,M,S0522,F
BAC009S0146W0227_BAC009S0705W0347,S0146,F,S0705,M
BAC009S0247W0236_BAC009S0050W0255,S0247,M,S0050,M
BAC009S0035W0315_BAC009S0167W0226,S0035,M,S0167,F
BAC009S0243W0203_BAC009S0192W0382,S0243,F,S0192,F
BAC009S0181W0351_BAC009S0165W0334,S0181,F,S0165,F
BAC009S0105W0458_BAC009S0055W0479,S0105,M,S0055,M
BAC009S0243W0134_BAC009S0160W0131,S0243,F,S0160,F
BAC009S0125W0263_BAC009S0242W0240,S0125,F,S0242,F
BAC009S0217W0148_BAC009S0717W0373,S0217,F,S0717,M
BAC009S0521W0216_BAC009S0353W0248,S0521,F,S0353,F
BAC009S0230W0301_BAC009S0099W0271,S0230,F,S0099,M
BAC009S0518W0162_BAC009S0337W0166,S0518,F,S0337,F
BAC009S0208W0437_BAC009S0248W0217,S0208,F,S0248,M
BAC009S0206W0206_BAC009S0196W0165,S0206,F,S0196,F
BAC009S0065W0364_BAC009S0338W0170,S0065,M,S0338,F
BAC009S0060W0493_BAC009S0206W0310,S0060,M,S0206,F
BAC009S0342W0164_BAC009S0057W0260,S0342,F,S0057,M
BAC009S0172W0167_BAC009S0166W0309,S0172,F,S0166,F
BAC009S0039W0377_BAC009S0335W0382,S0039,M,S0335,F
BAC009S0148W0254_BAC009S0068W0167,S0148,F,S0068,M
BAC009S0152W0267_BAC009S0112W0361,S0152,F,S0112,M
BAC009S0065W0299_BAC009S0703W0363,S0065,M,S0703,M
BAC009S0049W0488_BAC009S0182W0148,S0049,M,S0182,F
BAC009S0713W0286_BAC009S0164W0408,S0713,M,S0164,F
BAC009S0152W0436_BAC009S0518W0301,S0152,F,S0518,F
BAC009S0018W0233_BAC009S0033W0478,S0018,M,S0033,M
BAC009S0122W0412_BAC009S0224W0160,S0122,M,S0224,F
BAC009S0662W0487_BAC009S0716W0435,S0662,F,S0716,M
BAC009S0146W0281_BAC009S0663W0234,S0146,F,S0663,F
BAC009S0232W0473_BAC009S0720W0362,S0232,F,S0720,M
BAC009S0207W0397_BAC009S0666W0299,S0207,F,S0666,F
BAC009S0185W0191_BAC009S0709W0150,S0185,F,S0709,M
BAC009S0025W0487_BAC009S0665W0148,S0025,M,S0665,F
BAC009S0107W0467_BAC009S0339W0355,S0107,M,S0339,F
BAC009S0213W0137_BAC009S0337W0336,S0213,F,S0337,F
BAC009S0004W0442_BAC009S0710W0434,S0004,M,S0710,M
BAC009S0660W0339_BAC009S0140W0394,S0660,F,S0140,F
BAC009S0078W0379_BAC009S0037W0463,S0078,M,S0037,M
BAC009S0124W0327_BAC009S0073W0351,S0124,F,S0073,M
BAC009S0230W0158_BAC009S0224W0283,S0230,F,S0224,F
BAC009S0054W0310_BAC009S0016W0299,S0054,M,S0016,M
BAC009S0701W0217_BAC009S0066W0402,S0701,M,S0066,M
BAC009S0233W0205_BAC009S0659W0256,S0233,F,S0659,F
BAC009S0234W0263_BAC009S0031W0160,S0234,F,S0031,M
BAC009S0034W0390_BAC009S0103W0308,S0034,M,S0103,M
BAC009S0005W0281_BAC009S0118W0145,S0005,M,S0118,M
BAC009S0124W0130_BAC009S0343W0128,S0124,F,S0343,F
BAC009S0090W0123_BAC009S0107W0493,S0090,M,S0107,M
BAC009S0200W0332_BAC009S0243W0469,S0200,F,S0243,F
BAC009S0027W0201_BAC009S0100W0222,S0027,M,S0100,M
BAC009S0019W0171_BAC009S0422W0486,S0019,M,S0422,M
BAC009S0074W0209_BAC009S0152W0477,S0074,M,S0152,F
BAC009S0009W0371_BAC009S0034W0348,S0009,M,S0034,M
BAC009S0122W0403_BAC009S0229W0172,S0122,M,S0229,F
BAC009S0598W0164_BAC009S0005W0159,S0598,M,S0005,M
BAC009S0171W0430_BAC009S0713W0193,S0171,F,S0713,M
BAC009S0161W0404_BAC009S0722W0357,S0161,F,S0722,M
BAC009S0134W0193_BAC009S0232W0296,S0134,F,S0232,F
BAC009S0101W0403_BAC009S0203W0158,S0101,M,S0203,F
BAC009S0116W0454_BAC009S0002W0322,S0116,M,S0002,M
BAC009S0089W0486_BAC009S0165W0482,S0089,M,S0165,F
BAC009S0239W0325_BAC009S0082W0413,S0239,F,S0082,M
BAC009S0109W0235_BAC009S0095W0156,S0109,M,S0095,M
BAC009S0133W0466_BAC009S0513W0421,S0133,F,S0513,F
BAC009S0710W0474_BAC009S0029W0358,S0710,M,S0029,M
BAC009S0510W0224_BAC009S0056W0312,S0510,F,S0056,M
BAC009S0657W0487_BAC009S0709W0395,S0657,F,S0709,M
BAC009S0048W0272_BAC009S0158W0297,S0048,M,S0158,F
BAC009S0105W0474_BAC009S0143W0187,S0105,M,S0143,F
BAC009S0710W0465_BAC009S0162W0461,S0710,M,S0162,F
BAC009S0100W0390_BAC009S0249W0379,S0100,M,S0249,M
BAC009S0006W0134_BAC009S0362W0340,S0006,M,S0362,F
BAC009S0187W0279_BAC009S0229W0132,S0187,F,S0229,F
BAC009S0016W0364_BAC009S0017W0362,S0016,M,S0017,M
BAC009S0421W0273_BAC009S0521W0368,S0421,M,S0521,F
BAC009S0105W0251_BAC009S0226W0308,S0105,M,S0226,F
BAC009S0360W0309_BAC009S0128W0440,S0360,F,S0128,F
BAC009S0596W0368_BAC009S0712W0129,S0596,M,S0712,M
BAC009S0347W0441_BAC009S0514W0380,S0347,F,S0514,F
BAC009S0334W0173_BAC009S0185W0370,S0334,F,S0185,F
BAC009S0169W0397_BAC009S0248W0475,S0169,F,S0248,M
BAC009S0222W0186_BAC009S0151W0346,S0222,F,S0151,F
BAC009S0078W0404_BAC009S0517W0452,S0078,M,S0517,F
BAC009S0172W0292_BAC009S0126W0159,S0172,F,S0126,F
BAC009S0221W0276_BAC009S0229W0168,S0221,F,S0229,F
BAC009S0004W0485_BAC009S0037W0158,S0004,M,S0037,M
BAC009S0134W0238_BAC009S0010W0175,S0134,F,S0010,M
BAC009S0657W0138_BAC009S0240W0440,S0657,F,S0240,F
BAC009S0208W0366_BAC009S0092W0129,S0208,F,S0092,M
BAC009S0238W0321_BAC009S0239W0406,S0238,F,S0239,F
BAC009S0102W0226_BAC009S0514W0416,S0102,M,S0514,F
BAC009S0520W0469_BAC009S0224W0237,S0520,F,S0224,F
BAC009S0059W0447_BAC009S0110W0151,S0059,M,S0110,M
BAC009S0115W0255_BAC009S0227W0492,S0115,M,S0227,F
BAC009S0169W0303_BAC009S0596W0310,S0169,F,S0596,M
BAC009S0665W0231_BAC009S0160W0155,S0665,F,S0160,F
BAC009S0361W0195_BAC009S0228W0478,S0361,F,S0228,F
BAC009S0208W0274_BAC009S0082W0420,S0208,F,S0082,M
BAC009S0235W0138_BAC009S0046W0179,S0235,F,S0046,M
BAC009S0217W0237_BAC009S0038W0288,S0217,F,S0038,M
BAC009S0021W0426_BAC009S0163W0489,S0021,M,S0163,F
BAC009S0239W0229_BAC009S0067W0369,S0239,F,S0067,M
BAC009S0009W0355_BAC009S0231W0451,S0009,M,S0231,F
BAC009S0354W0386_BAC009S0075W0127,S0354,F,S0075,M
BAC009S0336W0263_BAC009S0137W0238,S0336,F,S0137,F
BAC009S0208W0465_BAC009S0100W0216,S0208,F,S0100,M
BAC009S0102W0366_BAC009S0662W0295,S0102,M,S0662,F
BAC009S0342W0268_BAC009S0337W0378,S0342,F,S0337,F
BAC009S0178W0142_BAC009S0353W0267,S0178,F,S0353,F
BAC009S0058W0136_BAC009S0016W0475,S0058,M,S0016,M
BAC009S0226W0340_BAC009S0597W0335,S0226,F,S0597,M
BAC009S0713W0332_BAC009S0354W0367,S0713,M,S0354,F
BAC009S0087W0131_BAC009S0054W0191,S0087,M,S0054,M
BAC009S0252W0357_BAC009S0148W0467,S0252,M,S0148,F
BAC009S0214W0331_BAC009S0719W0137,S0214,F,S0719,M
BAC009S0230W0466_BAC009S0169W0442,S0230,F,S0169,F
BAC009S0519W0385_BAC009S0052W0495,S0519,F,S0052,M
BAC009S0028W0309_BAC009S0422W0318,S0028,M,S0422,M
BAC009S0522W0309_BAC009S0100W0289,S0522,F,S0100,M
BAC009S0701W0261_BAC009S0016W0153,S0701,M,S0016,M
BAC009S0350W0205_BAC009S0124W0298,S0350,F,S0124,F
BAC009S0061W0141_BAC009S0336W0396,S0061,M,S0336,F
BAC009S0076W0255_BAC009S0663W0188,S0076,M,S0663,F
BAC009S0019W0489_BAC009S0337W0125,S0019,M,S0337,F
BAC009S0238W0460_BAC009S0350W0165,S0238,F,S0350,F
BAC009S0168W0461_BAC009S0024W0453,S0168,F,S0024,M
BAC009S0127W0285_BAC009S0160W0351,S0127,F,S0160,F
BAC009S0183W0287_BAC009S0341W0286,S0183,F,S0341,F
BAC009S0118W0149_BAC009S0009W0389,S0118,M,S0009,M
BAC009S0722W0164_BAC009S0515W0388,S0722,M,S0515,F
BAC009S0021W0346_BAC009S0350W0482,S0021,M,S0350,F
BAC009S0348W0305_BAC009S0341W0162,S0348,F,S0341,F
BAC009S0210W0129_BAC009S0020W0198,S0210,F,S0020,M
BAC009S0344W0230_BAC009S0712W0340,S0344,F,S0712,M
BAC009S0030W0358_BAC009S0236W0146,S0030,M,S0236,F
BAC009S0226W0277_BAC009S0421W0179,S0226,F,S0421,M
BAC009S0217W0196_BAC009S0064W0312,S0217,F,S0064,M
BAC009S0421W0489_BAC009S0346W0454,S0421,M,S0346,F
BAC009S0355W0473_BAC009S0241W0225,S0355,F,S0241,F
BAC009S0036W0174_BAC009S0155W0459,S0036,M,S0155,F
BAC009S0597W0251_BAC009S0510W0341,S0597,M,S0510,F
BAC009S0146W0411_BAC009S0054W0341,S0146,F,S0054,M
BAC009S0719W0486_BAC009S0074W0328,S0719,M,S0074,M
BAC009S0014W0366_BAC009S0056W0421,S0014,M,S0056,M
BAC009S0071W0428_BAC009S0523W0179,S0071,M,S0523,F
BAC009S0093W0448_BAC009S0709W0324,S0093,M,S0709,M
BAC009S0658W0335_BAC009S0042W0444,S0658,F,S0042,M
BAC009S0030W0260_BAC009S0007W0326,S0030,M,S0007,M
BAC009S0206W0148_BAC009S0716W0457,S0206,F,S0716,M
BAC009S0235W0365_BAC009S0129W0144,S0235,F,S0129,F
BAC009S0025W0416_BAC009S0135W0487,S0025,M,S0135,F
BAC009S0098W0214_BAC009S0045W0436,S0098,M,S0045,M
BAC009S0078W0131_BAC009S0353W0153,S0078,M,S0353,F
BAC009S0596W0282_BAC009S0229W0411,S0596,M,S0229,F
BAC009S0236W0171_BAC009S0016W0465,S0236,F,S0016,M
BAC009S0363W0282_BAC009S0225W0121,S0363,F,S0225,F
BAC009S0195W0377_BAC009S0655W0441,S0195,F,S0655,F
BAC009S0181W0121_BAC009S0170W0183,S0181,F,S0170,F
BAC009S0598W0459_BAC009S0600W0347,S0598,M,S0600,M
BAC009S0050W0296_BAC009S0598W0374,S0050,M,S0598,M
BAC009S0159W0186_BAC009S0131W0378,S0159,F,S0131,F
BAC009S0083W0123_BAC009S0164W0404,S0083,M,S0164,F
BAC009S0359W0312_BAC009S0232W0453,S0359,F,S0232,F
BAC009S0244W0479_BAC009S0182W0283,S0244,F,S0182,F
BAC009S0224W0374_BAC009S0024W0485,S0224,F,S0024,M
BAC009S0227W0357_BAC009S0161W0340,S0227,F,S0161,F
BAC009S0003W0224_BAC009S0056W0342,S0003,M,S0056,M
BAC009S0717W0217_BAC009S0352W0147,S0717,M,S0352,F
BAC009S0104W0459_BAC009S0361W0338,S0104,M,S0361,F
BAC009S0138W0150_BAC009S0658W0434,S0138,F,S0658,F
BAC009S0122W0347_BAC009S0107W0195,S0122,M,S0107,M
BAC009S0111W0294_BAC009S0348W0468,S0111,M,S0348,F
BAC009S0046W0396_BAC009S0006W0145,S0046,M,S0006,M
BAC009S0510W0122_BAC009S0086W0353,S0510,F,S0086,M
BAC009S0207W0495_BAC009S0720W0286,S0207,F,S0720,M
BAC009S0132W0299_BAC009S0236W0421,S0132,F,S0236,F
BAC009S0715W0293_BAC009S0172W0471,S0715,M,S0172,F
BAC009S0113W0415_BAC009S0046W0458,S0113,M,S0046,M
BAC009S0355W0493_BAC009S0169W0179,S0355,F,S0169,F
BAC009S0156W0200_BAC009S0705W0324,S0156,F,S0705,M
BAC009S0202W0319_BAC009S0089W0469,S0202,F,S0089,M
BAC009S0131W0455_BAC009S0711W0165,S0131,F,S0711,M
BAC009S0126W0381_BAC009S0514W0441,S0126,F,S0514,F
BAC009S0219W0298_BAC009S0181W0149,S0219,F,S0181,F
BAC009S0210W0403_BAC009S0098W0386,S0210,F,S0098,M
BAC009S0045W0493_BAC009S0043W0312,S0045,M,S0043,M
BAC009S0241W0313_BAC009S0003W0250,S0241,F,S0003,M
BAC009S0162W0390_BAC009S0163W0431,S0162,F,S0163,F
BAC009S0234W0327_BAC009S0512W0321,S0234,F,S0512,F
BAC009S0040W0331_BAC009S0194W0437,S0040,M,S0194,F
BAC009S0155W0353_BAC009S0090W0391,S0155,F,S0090,M
BAC009S0209W0495_BAC009S0128W0319,S0209,F,S0128,F
BAC009S0023W0321_BAC009S0229W0253,S0023,M,S0229,F
BAC009S0661W0185_BAC009S0034W0410,S0661,F,S0034,M
BAC009S0217W0470_BAC009S0015W0337,S0217,F,S0015,M
BAC009S0153W0386_BAC009S0068W0145,S0153,F,S0068,M
BAC009S0095W0394_BAC009S0041W0187,S0095,M,S0041,M
BAC009S0702W0148_BAC009S0013W0135,S0702,M,S0013,M
BAC009S0701W0469_BAC009S0203W0397,S0701,M,S0203,F
BAC009S0711W0135_BAC009S0010W0367,S0711,M,S0010,M
BAC009S0079W0266_BAC009S0069W0265,S0079,M,S0069,M
BAC009S0240W0156_BAC009S0024W0141,S0240,F,S0024,M
BAC009S0130W0263_BAC009S0132W0280,S0130,F,S0132,F
BAC009S0042W0151_BAC009S0061W0363,S0042,M,S0061,M
BAC009S0030W0361_BAC009S0141W0272,S0030,M,S0141,F
BAC009S0099W0407_BAC009S0155W0453,S0099,M,S0155,F
BAC009S0162W0437_BAC009S0072W0361,S0162,F,S0072,M
BAC009S0024W0482_BAC009S0336W0159,S0024,M,S0336,F
BAC009S0239W0292_BAC009S0151W0184,S0239,F,S0151,F
BAC009S0098W0477_BAC009S0242W0339,S0098,M,S0242,F
BAC009S0343W0206_BAC009S0132W0339,S0343,F,S0132,F
BAC009S0224W0165_BAC009S0344W0333,S0224,F,S0344,F
BAC009S0231W0431_BAC009S0229W0491,S0231,F,S0229,F
BAC009S0110W0468_BAC009S0014W0199,S0110,M,S0014,M
BAC009S0599W0211_BAC009S0249W0306,S0599,M,S0249,M
BAC009S0067W0190_BAC009S0193W0280,S0067,M,S0193,F
BAC009S0209W0296_BAC009S0224W0208,S0209,F,S0224,F
BAC009S0024W0136_BAC009S0702W0482,S0024,M,S0702,M
BAC009S0348W0466_BAC009S0039W0258,S0348,F,S0039,M
BAC009S0034W0471_BAC009S0030W0274,S0034,M,S0030,M
BAC009S0219W0183_BAC009S0347W0333,S0219,F,S0347,F
BAC009S0662W0365_BAC009S0214W0263,S0662,F,S0214,F
BAC009S0014W0124_BAC009S0002W0349,S0014,M,S0002,M
BAC009S0208W0398_BAC009S0225W0310,S0208,F,S0225,F
BAC009S0101W0209_BAC009S0522W0333,S0101,M,S0522,F
BAC009S0044W0331_BAC009S0133W0361,S0044,M,S0133,F
BAC009S0706W0483_BAC009S0510W0338,S0706,M,S0510,F
BAC009S0245W0134_BAC009S0095W0375,S0245,F,S0095,M
BAC009S0221W0325_BAC009S0243W0401,S0221,F,S0243,F
BAC009S0026W0241_BAC009S0713W0158,S0026,M,S0713,M
BAC009S0186W0189_BAC009S0080W0193,S0186,F,S0080,M
BAC009S0062W0329_BAC009S0040W0206,S0062,M,S0040,M
BAC009S0050W0432_BAC009S0036W0203,S0050,M,S0036,M
BAC009S0078W0211_BAC009S0047W0445,S0078,M,S0047,M
BAC009S0203W0470_BAC009S0200W0330,S0203,F,S0200,F
