mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0101W0301_BAC009S0003W0197_BAC009S0208W0454,S0101,M,S0003,M,S0208,F
BAC009S0657W0281_BAC009S0089W0182_BAC009S0072W0421,S0657,F,S0089,M,S0072,M
BAC009S0135W0132_BAC009S0071W0302_BAC009S0066W0359,S0135,F,S0071,M,S0066,M
BAC009S0081W0205_BAC009S0196W0303_BAC009S0214W0228,S0081,M,S0196,F,S0214,F
BAC009S0057W0312_BAC009S0240W0491_BAC009S0250W0437,S0057,M,S0240,F,S0250,M
BAC009S0107W0344_BAC009S0148W0360_BAC009S0069W0401,S0107,M,S0148,F,S0069,M
BAC009S0212W0184_BAC009S0520W0427_BAC009S0161W0191,S0212,F,S0520,F,S0161,F
BAC009S0510W0347_BAC009S0521W0490_BAC009S0513W0343,S0510,F,S0521,F,S0513,F
BAC009S0195W0446_BAC009S0657W0186_BAC009S0143W0451,S0195,F,S0657,F,S0143,F
BAC009S0091W0226_BAC009S0020W0456_BAC009S0124W0406,S0091,M,S0020,M,S0124,F
BAC009S0184W0318_BAC009S0514W0176_BAC009S0362W0358,S0184,F,S0514,F,S0362,F
BAC009S0720W0217_BAC009S0055W0495_BAC009S0171W0471,S0720,M,S0055,M,S0171,F
BAC009S0076W0284_BAC009S0037W0394_BAC009S0176W0226,S0076,M,S0037,M,S0176,F
BAC009S0003W0426_BAC009S0147W0492_BAC009S0217W0471,S0003,M,S0147,F,S0217,F
BAC009S0717W0286_BAC009S0701W0150_BAC009S0203W0401,S0717,M,S0701,M,S0203,F
BAC009S0124W0220_BAC009S0027W0284_BAC009S0523W0126,S0124,F,S0027,M,S0523,F
BAC009S0718W0232_BAC009S0039W0249_BAC009S0109W0339,S0718,M,S0039,M,S0109,M
BAC009S0165W0319_BAC009S0055W0145_BAC009S0131W0152,S0165,F,S0055,M,S0131,F
BAC009S0720W0133_BAC009S0059W0347_BAC009S0197W0407,S0720,M,S0059,M,S0197,F
BAC009S0127W0466_BAC009S0058W0204_BAC009S0231W0369,S0127,F,S0058,M,S0231,F
BAC009S0044W0485_BAC009S0717W0365_BAC009S0047W0362,S0044,M,S0717,M,S0047,M
BAC009S0211W0438_BAC009S0362W0164_BAC009S0711W0408,S0211,F,S0362,F,S0711,M
BAC009S0239W0494_BAC009S0132W0377_BAC009S0707W0479,S0239,F,S0132,F,S0707,M
BAC009S0191W0325_BAC009S0180W0385_BAC009S0246W0235,S0191,F,S0180,F,S0246,M
BAC009S0043W0210_BAC009S0223W0402_BAC009S0362W0298,S0043,M,S0223,F,S0362,F
BAC009S0512W0306_BAC009S0134W0345_BAC009S0089W0409,S0512,F,S0134,F,S0089,M
BAC009S0241W0266_BAC009S0027W0393_BAC009S0197W0489,S0241,F,S0027,M,S0197,F
BAC009S0164W0445_BAC009S0022W0267_BAC009S0073W0491,S0164,F,S0022,M,S0073,M
BAC009S0354W0494_BAC009S0214W0234_BAC009S0235W0473,S0354,F,S0214,F,S0235,F
BAC009S0179W0400_BAC009S0239W0283_BAC009S0194W0241,S0179,F,S0239,F,S0194,F
BAC009S0191W0349_BAC009S0119W0208_BAC009S0351W0257,S0191,F,S0119,M,S0351,F
BAC009S0519W0373_BAC009S0045W0291_BAC009S0598W0479,S0519,F,S0045,M,S0598,M
BAC009S0109W0420_BAC009S0019W0316_BAC009S0354W0148,S0109,M,S0019,M,S0354,F
BAC009S0031W0484_BAC009S0136W0252_BAC009S0660W0486,S0031,M,S0136,F,S0660,F
BAC009S0340W0214_BAC009S0058W0226_BAC009S0091W0327,S0340,F,S0058,M,S0091,M
BAC009S0152W0336_BAC009S0192W0135_BAC009S0198W0174,S0152,F,S0192,F,S0198,F
BAC009S0218W0194_BAC009S0120W0225_BAC009S0188W0166,S0218,F,S0120,M,S0188,F
BAC009S0106W0127_BAC009S0019W0161_BAC009S0243W0307,S0106,M,S0019,M,S0243,F
BAC009S0038W0277_BAC009S0140W0367_BAC009S0151W0156,S0038,M,S0140,F,S0151,F
BAC009S0068W0136_BAC009S0084W0275_BAC009S0005W0454,S0068,M,S0084,M,S0005,M
BAC009S0053W0328_BAC009S0195W0375_BAC009S0016W0251,S0053,M,S0195,F,S0016,M
BAC009S0008W0199_BAC009S0107W0446_BAC009S0051W0358,S0008,M,S0107,M,S0051,M
BAC009S0052W0425_BAC009S0214W0469_BAC009S0060W0250,S0052,M,S0214,F,S0060,M
BAC009S0186W0146_BAC009S0021W0167_BAC009S0340W0253,S0186,F,S0021,M,S0340,F
BAC009S0359W0404_BAC009S0199W0404_BAC009S0237W0342,S0359,F,S0199,F,S0237,F
BAC009S0235W0218_BAC009S0512W0343_BAC009S0013W0133,S0235,F,S0512,F,S0013,M
BAC009S0183W0165_BAC009S0338W0232_BAC009S0243W0384,S0183,F,S0338,F,S0243,F
BAC009S0186W0205_BAC009S0024W0130_BAC009S0516W0373,S0186,F,S0024,M,S0516,F
BAC009S0134W0134_BAC009S0182W0432_BAC009S0115W0205,S0134,F,S0182,F,S0115,M
BAC009S0098W0370_BAC009S0078W0399_BAC009S0126W0269,S0098,M,S0078,M,S0126,F
BAC009S0355W0232_BAC009S0106W0304_BAC009S0349W0332,S0355,F,S0106,M,S0349,F
BAC009S0335W0449_BAC009S0360W0265_BAC009S0051W0296,S0335,F,S0360,F,S0051,M
BAC009S0104W0348_BAC009S0102W0491_BAC009S0245W0293,S0104,M,S0102,M,S0245,F
BAC009S0080W0215_BAC009S0666W0260_BAC009S0422W0156,S0080,M,S0666,F,S0422,M
BAC009S0338W0164_BAC009S0166W0416_BAC009S0515W0265,S0338,F,S0166,F,S0515,F
BAC009S0047W0462_BAC009S0034W0436_BAC009S0098W0359,S0047,M,S0034,M,S0098,M
BAC009S0107W0452_BAC009S0347W0447_BAC009S0014W0349,S0107,M,S0347,F,S0014,M
BAC009S0154W0173_BAC009S0073W0487_BAC009S0716W0304,S0154,F,S0073,M,S0716,M
BAC009S0163W0134_BAC009S0074W0211_BAC009S0037W0247,S0163,F,S0074,M,S0037,M
BAC009S0600W0189_BAC009S0716W0452_BAC009S0343W0468,S0600,M,S0716,M,S0343,F
BAC009S0658W0233_BAC009S0513W0147_BAC009S0208W0153,S0658,F,S0513,F,S0208,F
BAC009S0149W0139_BAC009S0203W0385_BAC009S0663W0445,S0149,F,S0203,F,S0663,F
BAC009S0716W0179_BAC009S0204W0296_BAC009S0096W0402,S0716,M,S0204,F,S0096,M
BAC009S0250W0182_BAC009S0023W0216_BAC009S0241W0229,S0250,M,S0023,M,S0241,F
BAC009S0097W0388_BAC009S0252W0228_BAC009S0516W0371,S0097,M,S0252,M,S0516,F
BAC009S0093W0472_BAC009S0183W0455_BAC009S0655W0250,S0093,M,S0183,F,S0655,F
BAC009S0146W0432_BAC009S0215W0339_BAC009S0005W0200,S0146,F,S0215,F,S0005,M
BAC009S0703W0370_BAC009S0055W0453_BAC009S0712W0466,S0703,M,S0055,M,S0712,M
BAC009S0024W0140_BAC009S0002W0202_BAC009S0513W0139,S0024,M,S0002,M,S0513,F
BAC009S0244W0159_BAC009S0717W0223_BAC009S0509W0431,S0244,F,S0717,M,S0509,F
BAC009S0201W0476_BAC009S0074W0430_BAC009S0051W0488,S0201,F,S0074,M,S0051,M
BAC009S0197W0335_BAC009S0122W0193_BAC009S0346W0274,S0197,F,S0122,M,S0346,F
BAC009S0006W0175_BAC009S0056W0232_BAC009S0035W0268,S0006,M,S0056,M,S0035,M
BAC009S0119W0202_BAC009S0067W0281_BAC009S0050W0392,S0119,M,S0067,M,S0050,M
BAC009S0049W0337_BAC009S0250W0291_BAC009S0097W0212,S0049,M,S0250,M,S0097,M
BAC009S0072W0148_BAC009S0083W0491_BAC009S0075W0249,S0072,M,S0083,M,S0075,M
BAC009S0660W0453_BAC009S0519W0140_BAC009S0076W0321,S0660,F,S0519,F,S0076,M
BAC009S0718W0341_BAC009S0197W0184_BAC009S0712W0354,S0718,M,S0197,F,S0712,M
BAC009S0120W0407_BAC009S0124W0154_BAC009S0599W0289,S0120,M,S0124,F,S0599,M
BAC009S0069W0431_BAC009S0156W0150_BAC009S0101W0214,S0069,M,S0156,F,S0101,M
BAC009S0190W0342_BAC009S0011W0414_BAC009S0076W0252,S0190,F,S0011,M,S0076,M
BAC009S0040W0395_BAC009S0519W0392_BAC009S0229W0169,S0040,M,S0519,F,S0229,F
BAC009S0522W0157_BAC009S0133W0434_BAC009S0013W0479,S0522,F,S0133,F,S0013,M
BAC009S0021W0478_BAC009S0658W0124_BAC009S0347W0150,S0021,M,S0658,F,S0347,F
BAC009S0145W0382_BAC009S0176W0414_BAC009S0133W0378,S0145,F,S0176,F,S0133,F
BAC009S0012W0327_BAC009S0087W0393_BAC009S0352W0416,S0012,M,S0087,M,S0352,F
BAC009S0104W0251_BAC009S0120W0165_BAC009S0713W0235,S0104,M,S0120,M,S0713,M
BAC009S0048W0342_BAC009S0014W0326_BAC009S0363W0319,S0048,M,S0014,M,S0363,F
BAC009S0211W0487_BAC009S0015W0202_BAC009S0517W0421,S0211,F,S0015,M,S0517,F
BAC009S0019W0333_BAC009S0089W0198_BAC009S0031W0167,S0019,M,S0089,M,S0031,M
BAC009S0114W0438_BAC009S0523W0401_BAC009S0088W0223,S0114,M,S0523,F,S0088,M
BAC009S0516W0296_BAC009S0072W0387_BAC009S0069W0189,S0516,F,S0072,M,S0069,M
BAC009S0082W0133_BAC009S0513W0224_BAC009S0156W0353,S0082,M,S0513,F,S0156,F
BAC009S0149W0240_BAC009S0597W0136_BAC009S0517W0187,S0149,F,S0597,M,S0517,F
BAC009S0217W0204_BAC009S0021W0177_BAC009S0658W0309,S0217,F,S0021,M,S0658,F
BAC009S0513W0475_BAC009S0140W0398_BAC009S0064W0204,S0513,F,S0140,F,S0064,M
BAC009S0335W0141_BAC009S0423W0361_BAC009S0421W0200,S0335,F,S0423,M,S0421,M
BAC009S0136W0432_BAC009S0129W0291_BAC009S0338W0241,S0136,F,S0129,F,S0338,F
BAC009S0600W0381_BAC009S0071W0493_BAC009S0519W0402,S0600,M,S0071,M,S0519,F
BAC009S0518W0362_BAC009S0212W0166_BAC009S0051W0414,S0518,F,S0212,F,S0051,M
BAC009S0657W0394_BAC009S0091W0397_BAC009S0234W0469,S0657,F,S0091,M,S0234,F
BAC009S0241W0440_BAC009S0346W0407_BAC009S0122W0239,S0241,F,S0346,F,S0122,M
BAC009S0703W0419_BAC009S0053W0352_BAC009S0184W0205,S0703,M,S0053,M,S0184,F
BAC009S0072W0326_BAC009S0119W0385_BAC009S0659W0209,S0072,M,S0119,M,S0659,F
BAC009S0087W0466_BAC009S0219W0341_BAC009S0231W0170,S0087,M,S0219,F,S0231,F
BAC009S0705W0483_BAC009S0523W0318_BAC009S0123W0300,S0705,M,S0523,F,S0123,M
BAC009S0236W0487_BAC009S0357W0463_BAC009S0133W0435,S0236,F,S0357,F,S0133,F
BAC009S0062W0415_BAC009S0217W0349_BAC009S0178W0390,S0062,M,S0217,F,S0178,F
BAC009S0148W0269_BAC009S0215W0149_BAC009S0242W0282,S0148,F,S0215,F,S0242,F
BAC009S0346W0431_BAC009S0026W0412_BAC009S0163W0354,S0346,F,S0026,M,S0163,F
BAC009S0352W0454_BAC009S0155W0136_BAC009S0097W0327,S0352,F,S0155,F,S0097,M
BAC009S0659W0380_BAC009S0162W0326_BAC009S0069W0180,S0659,F,S0162,F,S0069,M
BAC009S0066W0305_BAC009S0150W0380_BAC009S0004W0462,S0066,M,S0150,F,S0004,M
BAC009S0225W0396_BAC009S0139W0394_BAC009S0222W0320,S0225,F,S0139,F,S0222,F
BAC009S0203W0471_BAC009S0027W0429_BAC009S0157W0386,S0203,F,S0027,M,S0157,F
BAC009S0109W0147_BAC009S0703W0141_BAC009S0175W0442,S0109,M,S0703,M,S0175,F
BAC009S0188W0305_BAC009S0243W0332_BAC009S0706W0277,S0188,F,S0243,F,S0706,M
BAC009S0162W0226_BAC009S0122W0160_BAC009S0706W0453,S0162,F,S0122,M,S0706,M
BAC009S0193W0477_BAC009S0710W0264_BAC009S0516W0325,S0193,F,S0710,M,S0516,F
BAC009S0661W0186_BAC009S0660W0411_BAC009S0149W0441,S0661,F,S0660,F,S0149,F
BAC009S0024W0492_BAC009S0513W0318_BAC009S0002W0251,S0024,M,S0513,F,S0002,M
BAC009S0232W0215_BAC009S0151W0134_BAC009S0172W0483,S0232,F,S0151,F,S0172,F
BAC009S0014W0238_BAC009S0512W0301_BAC009S0221W0127,S0014,M,S0512,F,S0221,F
BAC009S0713W0287_BAC009S0035W0267_BAC009S0024W0244,S0713,M,S0035,M,S0024,M
BAC009S0050W0163_BAC009S0185W0352_BAC009S0348W0182,S0050,M,S0185,F,S0348,F
BAC009S0225W0441_BAC009S0360W0487_BAC009S0133W0204,S0225,F,S0360,F,S0133,F
BAC009S0228W0281_BAC009S0145W0485_BAC009S0088W0416,S0228,F,S0145,F,S0088,M
BAC009S0181W0156_BAC009S0089W0408_BAC009S0202W0130,S0181,F,S0089,M,S0202,F
BAC009S0719W0398_BAC009S0337W0124_BAC009S0027W0262,S0719,M,S0337,F,S0027,M
BAC009S0721W0235_BAC009S0028W0233_BAC009S0166W0248,S0721,M,S0028,M,S0166,F
BAC009S0207W0166_BAC009S0511W0231_BAC009S0336W0328,S0207,F,S0511,F,S0336,F
BAC009S0338W0170_BAC009S0019W0150_BAC009S0518W0325,S0338,F,S0019,M,S0518,F
BAC009S0224W0275_BAC009S0128W0161_BAC009S0069W0296,S0224,F,S0128,F,S0069,M
BAC009S0140W0390_BAC009S0237W0371_BAC009S0026W0480,S0140,F,S0237,F,S0026,M
BAC009S0217W0313_BAC009S0127W0182_BAC009S0145W0428,S0217,F,S0127,F,S0145,F
BAC009S0126W0165_BAC009S0120W0388_BAC009S0230W0177,S0126,F,S0120,M,S0230,F
BAC009S0212W0275_BAC009S0206W0407_BAC009S0356W0213,S0212,F,S0206,F,S0356,F
BAC009S0141W0310_BAC009S0195W0344_BAC009S0030W0165,S0141,F,S0195,F,S0030,M
BAC009S0227W0400_BAC009S0704W0299_BAC009S0337W0137,S0227,F,S0704,M,S0337,F
BAC009S0359W0167_BAC009S0230W0381_BAC009S0706W0402,S0359,F,S0230,F,S0706,M
BAC009S0159W0234_BAC009S0047W0470_BAC009S0052W0178,S0159,F,S0047,M,S0052,M
BAC009S0016W0299_BAC009S0006W0228_BAC009S0704W0465,S0016,M,S0006,M,S0704,M
BAC009S0359W0216_BAC009S0705W0291_BAC009S0097W0195,S0359,F,S0705,M,S0097,M
BAC009S0596W0185_BAC009S0027W0161_BAC009S0656W0364,S0596,M,S0027,M,S0656,F
BAC009S0711W0490_BAC009S0204W0393_BAC009S0355W0409,S0711,M,S0204,F,S0355,F
BAC009S0709W0203_BAC009S0207W0202_BAC009S0103W0388,S0709,M,S0207,F,S0103,M
BAC009S0124W0267_BAC009S0003W0402_BAC009S0176W0493,S0124,F,S0003,M,S0176,F
BAC009S0336W0489_BAC009S0665W0349_BAC009S0190W0173,S0336,F,S0665,F,S0190,F
BAC009S0138W0326_BAC009S0711W0127_BAC009S0247W0317,S0138,F,S0711,M,S0247,M
BAC009S0238W0269_BAC009S0189W0443_BAC009S0063W0129,S0238,F,S0189,F,S0063,M
BAC009S0119W0313_BAC009S0175W0369_BAC009S0597W0349,S0119,M,S0175,F,S0597,M
BAC009S0711W0430_BAC009S0199W0347_BAC009S0034W0414,S0711,M,S0199,F,S0034,M
BAC009S0663W0366_BAC009S0226W0199_BAC009S0716W0382,S0663,F,S0226,F,S0716,M
BAC009S0036W0255_BAC009S0223W0198_BAC009S0513W0326,S0036,M,S0223,F,S0513,F
BAC009S0655W0271_BAC009S0354W0350_BAC009S0011W0328,S0655,F,S0354,F,S0011,M
BAC009S0718W0125_BAC009S0346W0443_BAC009S0220W0305,S0718,M,S0346,F,S0220,F
BAC009S0217W0485_BAC009S0034W0195_BAC009S0233W0153,S0217,F,S0034,M,S0233,F
BAC009S0353W0468_BAC009S0202W0231_BAC009S0521W0325,S0353,F,S0202,F,S0521,F
BAC009S0423W0286_BAC009S0106W0314_BAC009S0119W0414,S0423,M,S0106,M,S0119,M
BAC009S0095W0297_BAC009S0717W0345_BAC009S0209W0374,S0095,M,S0717,M,S0209,F
BAC009S0023W0248_BAC009S0197W0440_BAC009S0025W0470,S0023,M,S0197,F,S0025,M
BAC009S0068W0467_BAC009S0175W0336_BAC009S0067W0486,S0068,M,S0175,F,S0067,M
BAC009S0353W0158_BAC009S0139W0492_BAC009S0106W0209,S0353,F,S0139,F,S0106,M
BAC009S0094W0463_BAC009S0211W0233_BAC009S0164W0238,S0094,M,S0211,F,S0164,F
BAC009S0233W0149_BAC009S0662W0375_BAC009S0128W0180,S0233,F,S0662,F,S0128,F
BAC009S0514W0133_BAC009S0031W0156_BAC009S0663W0347,S0514,F,S0031,M,S0663,F
BAC009S0132W0475_BAC009S0172W0294_BAC009S0171W0388,S0132,F,S0172,F,S0171,F
BAC009S0596W0460_BAC009S0335W0432_BAC009S0078W0485,S0596,M,S0335,F,S0078,M
BAC009S0119W0481_BAC009S0072W0127_BAC009S0169W0348,S0119,M,S0072,M,S0169,F
BAC009S0031W0397_BAC009S0165W0391_BAC009S0065W0482,S0031,M,S0165,F,S0065,M
BAC009S0239W0452_BAC009S0353W0166_BAC009S0157W0365,S0239,F,S0353,F,S0157,F
BAC009S0337W0332_BAC009S0062W0398_BAC009S0421W0244,S0337,F,S0062,M,S0421,M
BAC009S0113W0433_BAC009S0105W0131_BAC009S0116W0355,S0113,M,S0105,M,S0116,M
BAC009S0193W0371_BAC009S0085W0281_BAC009S0036W0280,S0193,F,S0085,M,S0036,M
BAC009S0244W0166_BAC009S0012W0172_BAC009S0237W0167,S0244,F,S0012,M,S0237,F
BAC009S0220W0290_BAC009S0345W0193_BAC009S0347W0293,S0220,F,S0345,F,S0347,F
BAC009S0359W0384_BAC009S0135W0374_BAC009S0710W0188,S0359,F,S0135,F,S0710,M
BAC009S0656W0374_BAC009S0701W0149_BAC009S0023W0163,S0656,F,S0701,M,S0023,M
BAC009S0153W0137_BAC009S0357W0253_BAC009S0095W0158,S0153,F,S0357,F,S0095,M
BAC009S0661W0168_BAC009S0355W0434_BAC009S0004W0266,S0661,F,S0355,F,S0004,M
BAC009S0350W0311_BAC009S0335W0475_BAC009S0241W0284,S0350,F,S0335,F,S0241,F
BAC009S0342W0350_BAC009S0707W0140_BAC009S0031W0130,S0342,F,S0707,M,S0031,M
BAC009S0240W0256_BAC009S0707W0240_BAC009S0118W0178,S0240,F,S0707,M,S0118,M
BAC009S0359W0164_BAC009S0171W0253_BAC009S0717W0462,S0359,F,S0171,F,S0717,M
BAC009S0080W0171_BAC009S0055W0398_BAC009S0060W0160,S0080,M,S0055,M,S0060,M
BAC009S0013W0488_BAC009S0066W0231_BAC009S0027W0397,S0013,M,S0066,M,S0027,M
BAC009S0240W0317_BAC009S0342W0264_BAC009S0041W0220,S0240,F,S0342,F,S0041,M
BAC009S0015W0361_BAC009S0068W0202_BAC009S0009W0201,S0015,M,S0068,M,S0009,M
BAC009S0126W0230_BAC009S0015W0421_BAC009S0510W0400,S0126,F,S0015,M,S0510,F
BAC009S0710W0392_BAC009S0704W0490_BAC009S0217W0125,S0710,M,S0704,M,S0217,F
BAC009S0658W0421_BAC009S0707W0243_BAC009S0349W0218,S0658,F,S0707,M,S0349,F
BAC009S0216W0142_BAC009S0040W0348_BAC009S0134W0421,S0216,F,S0040,M,S0134,F
BAC009S0186W0130_BAC009S0072W0467_BAC009S0157W0426,S0186,F,S0072,M,S0157,F
BAC009S0066W0354_BAC009S0519W0121_BAC009S0153W0474,S0066,M,S0519,F,S0153,F
BAC009S0134W0386_BAC009S0094W0430_BAC009S0713W0367,S0134,F,S0094,M,S0713,M
BAC009S0072W0480_BAC009S0340W0482_BAC009S0116W0357,S0072,M,S0340,F,S0116,M
BAC009S0660W0375_BAC009S0339W0341_BAC009S0169W0365,S0660,F,S0339,F,S0169,F
BAC009S0108W0448_BAC009S0348W0467_BAC009S0518W0295,S0108,M,S0348,F,S0518,F
BAC009S0355W0149_BAC009S0232W0454_BAC009S0063W0448,S0355,F,S0232,F,S0063,M
BAC009S0118W0149_BAC009S0031W0346_BAC009S0601W0164,S0118,M,S0031,M,S0601,M
BAC009S0077W0232_BAC009S0175W0478_BAC009S0240W0240,S0077,M,S0175,F,S0240,F
BAC009S0222W0415_BAC009S0205W0452_BAC009S0193W0396,S0222,F,S0205,F,S0193,F
BAC009S0243W0170_BAC009S0146W0438_BAC009S0515W0332,S0243,F,S0146,F,S0515,F
BAC009S0198W0179_BAC009S0187W0434_BAC009S0342W0461,S0198,F,S0187,F,S0342,F
BAC009S0150W0193_BAC009S0086W0199_BAC009S0197W0207,S0150,F,S0086,M,S0197,F
BAC009S0090W0458_BAC009S0200W0173_BAC009S0028W0493,S0090,M,S0200,F,S0028,M
BAC009S0186W0204_BAC009S0339W0280_BAC009S0011W0380,S0186,F,S0339,F,S0011,M
BAC009S0212W0195_BAC009S0598W0128_BAC009S0083W0494,S0212,F,S0598,M,S0083,M
BAC009S0093W0308_BAC009S0014W0415_BAC009S0162W0367,S0093,M,S0014,M,S0162,F
BAC009S0162W0302_BAC009S0142W0268_BAC009S0102W0337,S0162,F,S0142,F,S0102,M
BAC009S0335W0309_BAC009S0054W0151_BAC009S0144W0129,S0335,F,S0054,M,S0144,F
BAC009S0150W0166_BAC009S0022W0356_BAC009S0138W0161,S0150,F,S0022,M,S0138,F
BAC009S0355W0245_BAC009S0163W0163_BAC009S0048W0203,S0355,F,S0163,F,S0048,M
BAC009S0014W0182_BAC009S0707W0480_BAC009S0165W0386,S0014,M,S0707,M,S0165,F
BAC009S0089W0425_BAC009S0056W0175_BAC009S0162W0358,S0089,M,S0056,M,S0162,F
BAC009S0079W0227_BAC009S0660W0290_BAC009S0024W0466,S0079,M,S0660,F,S0024,M
BAC009S0161W0469_BAC009S0167W0401_BAC009S0101W0471,S0161,F,S0167,F,S0101,M
BAC009S0088W0180_BAC009S0002W0225_BAC009S0019W0392,S0088,M,S0002,M,S0019,M
BAC009S0033W0194_BAC009S0235W0373_BAC009S0014W0391,S0033,M,S0235,F,S0014,M
BAC009S0178W0454_BAC009S0336W0172_BAC009S0096W0191,S0178,F,S0336,F,S0096,M
BAC009S0081W0487_BAC009S0336W0247_BAC009S0597W0297,S0081,M,S0336,F,S0597,M
BAC009S0098W0421_BAC009S0075W0163_BAC009S0071W0305,S0098,M,S0075,M,S0071,M
BAC009S0039W0224_BAC009S0075W0409_BAC009S0159W0467,S0039,M,S0075,M,S0159,F
BAC009S0061W0133_BAC009S0085W0404_BAC009S0057W0320,S0061,M,S0085,M,S0057,M
BAC009S0715W0279_BAC009S0246W0320_BAC009S0334W0278,S0715,M,S0246,M,S0334,F
BAC009S0153W0462_BAC009S0655W0252_BAC009S0202W0388,S0153,F,S0655,F,S0202,F
BAC009S0154W0322_BAC009S0094W0466_BAC009S0056W0381,S0154,F,S0094,M,S0056,M
BAC009S0073W0175_BAC009S0195W0229_BAC009S0145W0415,S0073,M,S0195,F,S0145,F
BAC009S0239W0169_BAC009S0018W0269_BAC009S0663W0413,S0239,F,S0018,M,S0663,F
BAC009S0119W0238_BAC009S0012W0196_BAC009S0041W0156,S0119,M,S0012,M,S0041,M
BAC009S0020W0149_BAC009S0337W0357_BAC009S0219W0195,S0020,M,S0337,F,S0219,F
BAC009S0129W0284_BAC009S0159W0198_BAC009S0160W0377,S0129,F,S0159,F,S0160,F
BAC009S0229W0414_BAC009S0341W0472_BAC009S0343W0476,S0229,F,S0341,F,S0343,F
BAC009S0011W0301_BAC009S0236W0453_BAC009S0013W0131,S0011,M,S0236,F,S0013,M
BAC009S0197W0229_BAC009S0243W0475_BAC009S0359W0366,S0197,F,S0243,F,S0359,F
BAC009S0125W0282_BAC009S0191W0216_BAC009S0221W0485,S0125,F,S0191,F,S0221,F
BAC009S0036W0487_BAC009S0655W0334_BAC009S0224W0233,S0036,M,S0655,F,S0224,F
BAC009S0244W0360_BAC009S0247W0334_BAC009S0110W0306,S0244,F,S0247,M,S0110,M
BAC009S0192W0159_BAC009S0123W0352_BAC009S0363W0298,S0192,F,S0123,M,S0363,F
BAC009S0017W0210_BAC009S0050W0299_BAC009S0072W0405,S0017,M,S0050,M,S0072,M
BAC009S0131W0344_BAC009S0119W0289_BAC009S0051W0404,S0131,F,S0119,M,S0051,M
BAC009S0122W0250_BAC009S0097W0253_BAC009S0024W0462,S0122,M,S0097,M,S0024,M
BAC009S0358W0356_BAC009S0115W0341_BAC009S0089W0168,S0358,F,S0115,M,S0089,M
BAC009S0055W0360_BAC009S0233W0355_BAC009S0025W0217,S0055,M,S0233,F,S0025,M
BAC009S0665W0370_BAC009S0025W0164_BAC009S0356W0144,S0665,F,S0025,M,S0356,F
BAC009S0202W0228_BAC009S0179W0187_BAC009S0197W0213,S0202,F,S0179,F,S0197,F
BAC009S0708W0327_BAC009S0357W0187_BAC009S0335W0138,S0708,M,S0357,F,S0335,F
BAC009S0339W0135_BAC009S0421W0227_BAC009S0518W0329,S0339,F,S0421,M,S0518,F
BAC009S0121W0291_BAC009S0240W0303_BAC009S0147W0218,S0121,M,S0240,F,S0147,F
BAC009S0154W0235_BAC009S0666W0259_BAC009S0058W0468,S0154,F,S0666,F,S0058,M
BAC009S0009W0340_BAC009S0215W0194_BAC009S0161W0148,S0009,M,S0215,F,S0161,F
BAC009S0056W0387_BAC009S0045W0305_BAC009S0170W0187,S0056,M,S0045,M,S0170,F
BAC009S0143W0428_BAC009S0087W0253_BAC009S0181W0321,S0143,F,S0087,M,S0181,F
BAC009S0202W0490_BAC009S0147W0436_BAC009S0723W0169,S0202,F,S0147,F,S0723,M
BAC009S0183W0210_BAC009S0054W0150_BAC009S0706W0298,S0183,F,S0054,M,S0706,M
BAC009S0512W0180_BAC009S0240W0407_BAC009S0337W0397,S0512,F,S0240,F,S0337,F
BAC009S0344W0255_BAC009S0359W0246_BAC009S0176W0351,S0344,F,S0359,F,S0176,F
BAC009S0219W0212_BAC009S0033W0203_BAC009S0002W0439,S0219,F,S0033,M,S0002,M
BAC009S0339W0394_BAC009S0200W0434_BAC009S0064W0429,S0339,F,S0200,F,S0064,M
BAC009S0129W0374_BAC009S0112W0348_BAC009S0343W0276,S0129,F,S0112,M,S0343,F
BAC009S0043W0308_BAC009S0197W0491_BAC009S0348W0287,S0043,M,S0197,F,S0348,F
BAC009S0702W0149_BAC009S0214W0262_BAC009S0244W0211,S0702,M,S0214,F,S0244,F
BAC009S0015W0458_BAC009S0515W0401_BAC009S0360W0484,S0015,M,S0515,F,S0360,F
BAC009S0338W0285_BAC009S0024W0217_BAC009S0665W0170,S0338,F,S0024,M,S0665,F
BAC009S0335W0390_BAC009S0104W0169_BAC009S0203W0140,S0335,F,S0104,M,S0203,F
BAC009S0335W0201_BAC009S0033W0160_BAC009S0138W0265,S0335,F,S0033,M,S0138,F
BAC009S0038W0342_BAC009S0072W0254_BAC009S0139W0340,S0038,M,S0072,M,S0139,F
BAC009S0193W0214_BAC009S0350W0447_BAC009S0099W0366,S0193,F,S0350,F,S0099,M
BAC009S0121W0144_BAC009S0134W0404_BAC009S0184W0145,S0121,M,S0134,F,S0184,F
BAC009S0056W0400_BAC009S0723W0274_BAC009S0187W0351,S0056,M,S0723,M,S0187,F
BAC009S0038W0445_BAC009S0009W0419_BAC009S0042W0130,S0038,M,S0009,M,S0042,M
BAC009S0523W0243_BAC009S0701W0159_BAC009S0723W0440,S0523,F,S0701,M,S0723,M
BAC009S0028W0350_BAC009S0069W0327_BAC009S0012W0241,S0028,M,S0069,M,S0012,M
